filename,DFA,RPDE,Jitter_local,Jitter_rap,Jitter_ppq5,Shimmer_local,Shimmer_apq3,Shimmer_apq5,HNR,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12
AH_545692309-EA8C4DC0-9B2A-4CC7-A490-851A2129A733.wav,0.27614226231548494,0.0,0.0042658245208079875,0.002421027233687728,0.0023216409416678143,0.038027159912181134,0.021292052354029378,0.024278521041846437,17.7132032758654,-148.11668,179.41257,-132.88693,-8.809912,18.618626,-65.56281,-2.8449376,3.2692375,-36.84016,11.064791,7.540324,-25.16035,-3.7971559
